4875075726,386538,100.0,1049126400000
4875075726,1336856865,95.0,1549987200007
4875075726,1350584035,100.0,0
4875075726,1335968312,100.0,0
4875075726,374597,100.0,1320940800000
4875075726,209326,100.0,1080057600000
4875075726,1412022850,100.0,0
4875075726,1311347333,90.0,1537459200007
4875075726,33206214,100.0,1436457600000
4875075726,1297743194,100.0,1533139200007
4869100193,1399533630,100.0,0
4869100193,25706282,100.0,1325347200007
4869100193,545589224,90.0,1521475200007
4869100193,1339836579,100.0,1547479465108
4869100193,1400063350,65.0,1572451200000
4869100193,1408930302,100.0,1576166400000
4869100193,481853233,85.0,1496592000007
4869100193,1422097099,55.0,0
4869100193,1380037287,80.0,0
4869100193,1390277180,25.0,0
3133725493,22818131,65.0,220896000004
3133725493,26119851,30.0,800985600007
3133725493,26127770,95.0,480528000007
3133725493,22824938,55.0,476812800007
3133725493,22671888,75.0,654364800007
3133725493,34964562,90.0,1437494400000
3133725493,566969,25.0,1299600000000
3133725493,673182,60.0,534182400000
3133725493,22766095,80.0,441734400004
3133725493,22711226,60.0,353952000007
89963967,1523216,70.0,1307376000007
89963967,1523466,65.0,1300982400007
89963967,1523248,25.0,1301932800007
89963967,1523445,60.0,1300982400007
89963967,28212077,70.0,1357228800007
89963967,1062559,90.0,1325174400007
89963967,19089329,70.0,1247500800000
89963967,31961122,60.0,1325347200007
89963967,2775474,55.0,-194515199993
89963967,28687734,90.0,1402848000007
3186322538,512099480,10.0,1496188800000
3186322538,1311864709,10.0,1538064000007
3186322538,571545362,10.0,1525968000000
3186322538,1304867327,35.0,1535040000000
3186322538,26679470,100.0,1190678400000
3186322538,406037232,75.0,1457417051530
3186322538,27937279,95.0,1383667200007
3186322538,29427498,95.0,1415635200007
3186322538,1409093519,100.0,1576166400000
3186322538,36307285,75.0,1446739200007
3136952023,1377807992,100.0,0
3136952023,1330970507,100.0,1543852800000
3136952023,1379048619,100.0,0
3136952023,480341703,100.0,1495636812718
3136952023,1320336229,100.0,1540396800000
3136952023,436346833,100.0,1480003200007
3136952023,1338247430,100.0,1546950742437
3136952023,573982257,100.0,1164211200000
3136952023,1308818695,100.0,1536854400007
3136952023,1424041593,100.0,0
3079182188,513661525,100.0,1508250069695
3079182188,541249555,100.0,1519488000000
3079182188,1336866514,100.0,1539360000007
3079182188,1384311632,100.0,0
3079182188,1383715787,100.0,0
3079182188,1383011259,100.0,0
3079182188,557579751,100.0,1525708800007
3079182188,1361367644,95.0,1556467200000
3079182188,1409250084,95.0,0
3079182188,492390949,100.0,0
2829816518,1383691441,100.0,0
2829816518,16959121,100.0,1226764800000
2829816518,1380834060,100.0,0
2829816518,1378371937,100.0,1563465600000
2829816518,1381290206,100.0,0
2829816518,1378191814,100.0,1563206400000
2829816518,1378371552,100.0,1563465600000
2829816518,1401727432,100.0,0
2829816518,1403699842,100.0,1573747200000
2829816518,1377466954,100.0,1558022400000
3066614455,527354000,100.0,1514704039105
3066614455,1322718363,100.0,1541274403405
3066614455,410161058,100.0,1460890804323
3066614455,506650377,100.0,1505491200000
3066614455,412493718,95.0,1463058094241
3066614455,1390745148,95.0,1568304000000
3066614455,535517304,100.0,1517728851250
3066614455,416385140,100.0,1465205225052
3066614455,526687803,100.0,1514390400000
3066614455,1385897410,100.0,0
3085577764,468176711,100.0,1490467972036
3085577764,139774,100.0,1126108800000
3085577764,3932159,100.0,1333296000007
3085577764,31654455,100.0,1430150400007
3085577764,29947420,100.0,1407945600000
3085577764,38019092,100.0,1449158400000
3085577764,760058,100.0,1277395200000
3085577764,5308028,100.0,1177430400000
3085577764,857896,100.0,1293811200000
3085577764,4341314,100.0,1250352000007
3072883579,1378055568,100.0,1563379200000
3072883579,210077,100.0,1198771200000
3072883579,484058594,100.0,1497542400007
3072883579,1378192821,100.0,1563206400000
3072883579,1383691441,100.0,0
3072883579,1381290206,100.0,0
3072883579,1378191814,100.0,1563206400000
3072883579,1403699842,100.0,1573747200000
3072883579,1382340352,100.0,0
3072883579,1407525373,100.0,1575561600000
4870662268,31654478,100.0,1430150400007
4870662268,1342511971,100.0,1549296000000
4870662268,418602088,100.0,1466726400000
4870662268,30394202,100.0,1388505600007
4870662268,571463522,100.0,1528214400000
4870662268,29803675,100.0,1417449600000
4870662268,38592976,100.0,1441036800000
4870662268,5097737,100.0,1286640000007
4870662268,405485737,100.0,1457020800000
